,published_at,video_id,title,description,relevance,threat
371,2017-03-06T10:50:33.000Z,zQ3f92HasGE,Driving Forward: The Growth of Grab 2016,We are excited to share our journey of success in 2016. Come join our amazing team of heroes and help us drive Southeast Asia forward together. Apply to be a ...,1,LOW
372,2017-02-08T02:41:46.000Z,LrLu3Bpp3pI,The Amazing Race Asia Season 5 with Grab!,Our GrabCar drivers are more than just ordinary drivers. Find out how they made an impact on The Amazing Race Asia S5's top 3 teams! #AXNTARA.,1,LOW
373,2017-02-13T10:27:47.000Z,KHXQHiW5Cjk,"'Grab only charges RM110  from Genting to Penang,  how to make money?'",Small and Medium Scale Entrepreneurs Association of Malaysia (Ikhlas) president Mohd Ridzuan Abdullah wants ride-sharing company Grab to pay its drivers ...,1,LOW
374,2017-02-07T09:18:12.000Z,OzubvdW8DCk,Grab x AXN The Amazing Race Asia!,"We are very proud to be one of The Amazing Race Asia S5's partners! As the official ride partner, we were given the important task of providing the contestants ...",1,LOW
375,2017-02-13T11:45:47.000Z,KIF1rU9w7xY,Grab drivers outraged over deductions,"About 100 Grab taxi drivers and Pertubuhan Ikatan Usahawan Kecil dan Sederhana Malaysia had gathered on Monday, claiming that Grab has deducted more ...",1,LOW
376,2017-02-18T16:38:09.000Z,2Xo_6gk0Z14,"Taking Grab Car in Phuket, Thailand Only Slightly Cheaper than a Taxi or Minibus","But, no haggling and you can use your credit card. Great service.",1,LOW
377,2017-02-21T11:40:19.000Z,4ePIneRYw9M,Grab Scooter Taxi From Phuong 19 To The Ben Thanh Market In District 1,A quick ride from our Apartment in Phuong 19 to the Ben Thanh Market in District 1. Set me back about 60 US cents. One of the best ways to get around Ho Chi ...,1,LOW
378,2017-02-06T07:28:51.000Z,MW5XBKHGwY4,Grab car driver face this problem.,No money to book 7 seaters grab car when i refused to take them this guy want to throw my key away.,1,LOW
379,2017-01-28T07:38:29.000Z,lojkuuSwyw4,GRAB CAR REGISTRATION + BUYING YUNTENG MONOPOD,Happy Chinese New Year guys! It's Saturday and I made this rush editing just now because I have to go back to the province by lunch time. I woke up early and ...,1,LOW
380,2017-01-29T09:14:41.000Z,Nyj3q4UIzf0,[GRAB Philippines] GrabShare - Online Training,Video by: Grab Philippines.,1,LOW
381,2017-01-31T08:10:39.000Z,0RgHykFHCfo,Grab/Uber Driver Contract Template for PH drivers [2017],"Easy-to-use template, just change the text in RED font. Feel free to comment or send a message for the .DOC version of this.",1,LOW
382, , ,One day in Grab, ,1,LOW
383, , ,Grab has big ambitions for GrabPay, ,1,LOW
384, , ,Emelia & intan The Information About grab 045, ,1,LOW
385, , ,Grab and MRT Is FREE!, ,1,LOW
386, , ,Diversity @ Grab, ,1,LOW
387, , ,I WON A GOLDEN TICKET from GRAB, ,1,LOW
388, , ,Interview with Cheryl Goh from Grab, ,1,LOW
389, , ,WD2249A Blasting Horn Road Rage at Platinum Suites KLCC GRAB, ,1,LOW
390, , ,Grab Gm Family, ,1,LOW
391, , ,Gojek feat grab // just for fun, ,1,LOW
392, , ,TEST GRABBIKE, ,1,LOW
393, , ,Reliability @ Grab, ,1,LOW
394, , ,Grab Food, ,1,LOW
395,2018-06-21T03:25:37.000Z,oGpGca9vOPI,Grab mod 5.39 Smile time,Tes kegacoran.. like dan subcribe apa bila ada yg bermanfaat u/ anda dlm video ini #grabmod.,1,HIG
396,2017-09-05T17:53:51.000Z,86NsHESDiRs,Grab Mod 5.23.0 Easy ping 100% secure,Bypass AR -Bypass root -Bypass xposed -Bypass Fake Gps -Bypass tracking from GC -Easy ping -No softban -100% secure Like and subscribe dont forget !,1,HIG
397,2018-05-18T21:34:18.000Z,e1wRba6UxVM,Grab Mod Version 5.39.0 No Softban 100% New system,Like and subscribe dont forget ! Cp/wa +6281294357411 4 years already cr8 mod for malaysian driver now open for singaporean driver Subscribe dont forget ...,1,HIG
398,2017-12-07T18:29:47.000Z,VMxc-0Elt_U,MOD GRAB DRIVER VERSI 5.29.0 ALL IN 1 FIX BYPASS,"GRAB DRIVER MOD VERSI 5.29 Untuk yang mau mencoba APK MOD ini, harap di CLEAR DATA terlebih dahulu aplikasi GRAB DRIVER yang terinstal di hp ...",1,HIG
399,2018-05-12T16:10:08.000Z,Vda1USxC-84,MOD GRAB BLACK V5.39.0,Percuma bilang gunakan dgn bijak sama aja taunya dijual/belikan juga.. ingat ini mod free gak berkah dijual dibelikan.. Langsung aja udah males basa basi ...,1,HIG
400,2017-09-03T06:30:07.000Z,g8daE1X-eis,APK MOD GRAB ANTI PERFORMA,"Like, Coment and Subs ya kalo dapet 10000 viewer, link akan saya dibagikan :) Thanks..",1,HIG
401,2018-01-15T06:58:50.000Z,cM0DJwJCp0s,Mod Grab RRG7 Team,"Mod Grab RRG7 Team,bagi abang grabbike driver yang sedang mencairi cara agar akunnya gacor silahkan hubungi RRG7 untuk mendapatkan Mod Grab ...",1,HIG
402,2018-05-09T00:43:20.000Z,idFUz2HKbPk,Grab Mod Version 5.38.1 No Softban 100% New system,"Subscribe dont forget Cp/Whatsapp Only 081294357411/+6281294357411 -ignore ping ,AR will increase not dropping i always not uptodate to upload the ...",1,HIG
403,2018-05-09T06:47:31.000Z,vgz_fGh7WZo,mod Grab 538 transparan,aplikasi ini tdk tuk dijual/belikan gunakan dgn bijak jaga amanah ya abang2 langsung aja lah cocol bagi yg suka kalau gak suka jgn dihina saling menghargai ...,1,HIG
404,2017-07-01T18:44:24.000Z,dBDIVfxhmu4,Mod Grab Driver 5.18.0 for Msia/Sgpore Drivers,Grab Driver Apps Modification Version for Malaysian / Singapore Driver version 5.18.0 Benefits:- - Able to hold you acceptance rate if u ignore the job that you do ...,1,HIG
405,2018-06-12T04:53:56.000Z,2ficjiAN4oA,MOD GRAB DRIVER [MALAYSIA] V.5.40.0 NO LIMITED SKIP [0184089655],MOD GRAB DRIVER [MALAYSIA] V.5.40.0 NO LIMITED SKIP [0184089655],1,HIG
406,2017-08-28T11:28:44.000Z,PTBk-Ho-sPk,"Grab mod 5.22.0 Malaysian Driver easy ping,, Hold AR ,,No Softban,,100% SECURE",Like and subscribe dont forget ! Cp/wa 081294357411 ( +6281294357411),1,HIG
407,2018-04-06T06:06:41.000Z,49b25RFTEd0,Mod Grab Gacor No PF V5.36.1,Yuk ah dicocol nih mod Grab No PF V 5.36.1 Cocok instal gak cocok uninstall Grab v5.36.1 http://sprysphere.com/Br8M Gunakan dgn bijak tdk tuk dijual belikan ...,1,HIG
408,2017-12-28T05:14:25.000Z,ZCkacv7czbs,GRAB DRIVER MOD V.5.30.1,Dont forget to Subscribe https://www.youtube.com/channel/UCrRFAxxLELeIk-dh1d0vQgw Fiture - bypass root - bypass mock location - bypass forbiden apps ...,1,HIG
409,2017-11-07T07:55:45.000Z,KtRV5Tz4Jdk,Mod Grab Bike 5.29.0,Whatsapp 0838 9217 9057 Telegram 083892179057 Telegram @YY_YH_HH.,1,HIG
410,2017-08-08T22:57:17.000Z,xdZHuFR4OLM,Grab Mod 5 18 0,Like and subscribe dont forget ! Cp/wa 081294357411.,1,HIG
411,2017-11-18T09:23:58.000Z,QDdVdXqZf5k,Mod Grab Driver Realbase Performa v5.27.2,Terima Kasih Sudah Menonton Link download mod : http://www90.zippyshare.com/v/uzwGRW5k/file.html Subscribe like dan share.,1,HIG
412,2017-10-20T02:46:46.000Z,6hGkofpsD44,Mod Grab Tester,"Mod Grab Tester,lagi nyoba Mod Grab Terbaru semoga gacoooorrrrrr.kalau abang mau yang lain bisa mampir ke sini http://bit.ly/2yo5Guw.",1,HIG
413,2017-11-29T09:09:41.000Z,3Ii3BhsvA_o,GRAB CAR HACK JOB MALAYSIA,"Malaysia Grabcar MOOD 100% softban , igrone hold AR!! https://api.whatsapp.com/send?phone=60182265696 Whatapps now to get it mod ...",1,HIG
414,2018-03-14T18:45:41.000Z,0AI5tJnXUK0,Tes mod grab,Cuma iseng aja..jangan diambil ati...,1,HIG
415,2017-11-09T11:46:06.000Z,j2Rmvlr0nD8,APK MOD GRAB PF 5.26.1,"Cuma iseng aja, cuma suka upload aja. Kalo ada yg mau ditanya, boleh coment. Salam Satu Aspal..",1,HIG
416,2017-12-15T16:59:15.000Z,YTSN__7so_M,MOD GRAB DRIVER VERSI 5.29.2 ALL IN 1 FIX BYPASS (LINK DI DESKRIPSI),"Buat temen2 yg mau nyoba bisa via email aja. Aplikasi y gratis & gak pake donate/donat ^_^ GRATIS, gua cuma minta tolong bantuan temen2 biat ngreview ...",1,HIG
417,2017-11-19T16:26:15.000Z,G0yN6MqSrCo,GM FAMILY MOD GRAB DRIVER 5.28.0,"Anti performa,Anti GAGU Gacor sepanjang aspal ---------------+++++++++----------------- http://upfile.mobi/wUOBpuKUSPM ---------------+++++++++----------------- Thx ...",1,HIG
418,2017-08-28T21:21:12.000Z,tL0fcgxLHAE,MOD Grab,Link MOD : https://drive.google.com/file/d/0B-pAKprIZJkbUmhUNXpRSHJfR0E/view.,1,HIG
419,2018-06-28T10:50:00.000Z,pMGEU1zDLQw,Mod grab PF 5.42.1,Cocok pake gak cocok buang No Zip... No pass Grab 5.42.1 http://zipansion.com/1qtKR Kunjung Facebook kami www.facebook.com/radjatube Salam 1 aspal.,1,HIG
420,2017-12-18T06:05:52.000Z,pEAt17eJMiM,link download mod grab V.5.29.2,"ketarangan mod grab 5.29.2 jangan terlalu sering melewatakan orderan yang masuk pada aplikasi, pihak grab haya bisa deteksi secara manual lewat history ...",1,HIG
421,2017-11-14T13:58:18.000Z,8OJOEr2_1qQ,Tes fake gps+mod grab,Fake gps sangat membantu pekerjaan driver online yg mau pake tinggal pake yg gak mau jangan ngebuli.,1,HIG
422,2018-01-31T01:06:21.000Z,QcdEDMRxKdc,LATEST GRAB MOD 5.31.4,For = -Singapore -Malaysia -Philiphine -Thailand -Bypass AR -Bypass root -Bypass xposed -Bypass Fake Gps -Bypass tracking from GC -Easy ping -No softban ...,1,HIG
423,2017-10-14T21:40:10.000Z,-937QVm2XRM,"5.25.0 Grab Mod Version ,, Tired work Hard ?? Anggoro MOD is the solution",For = -Singapore -Malaysia -Philiphine -Thailand -Bypass AR -Bypass root -Bypass xposed -Bypass Fake Gps -Bypass tracking from GC -Easy ping -No softban ...,1,HIG
424,2017-07-05T16:20:56.000Z,EgJFHzNh-t4,Ready mod grab 5.19,Minat hubungi saya via tele 089514944559 support grabnow Tahan performa.,1,HIG
425,2017-10-31T15:59:52.000Z,RJ813G1BTdk,MOD Grab 5.26 AntiPerfoma,Yang pentiing semangaaaat. Jangaan malees. :-),1,HIG
426,2017-11-30T17:27:44.000Z,CRt15OcBolk,MOD GRAB 5.29.0,https://www.mediafire.com/file/9theoint4wkg9ev/5_6120552177481023511.apk Link nya di atas silahkan sedot.,1,HIG
427,2018-06-10T22:52:39.000Z,MmO057ylCsE,OPEN 10 SLOT GOJEK/GRAB MOD ONLINE,"Komentar dibawah untuk link tele, No tanya2 rasakan dan nikmati hasilnya Fitur : No detek Bypass Full No Modul No delay Realbase Fake tuyul TJK wajib 5380 ...",1,HIG
428,2017-08-08T21:43:26.000Z,a23wyev1Zxw,Grab Mod 5 17 0,Like and subscribe dont forget ! Cp/wa 081294357411.,1,HIG
429,2017-11-11T10:11:45.000Z,2R9MntLONjE,Mod Grab 527,"Selamat datang di channel YouTube saya. Jangan lupa like, share, comment dan subscribe yaa ;) Find me on : https://www.instagram.com/sergiherdianto_ I ...",1,HIG
430,2017-12-15T15:51:41.000Z,pEpRl6qSs7U,Mod Grab Driver v.5.29.2  Full bypass,Linknya ada di bawah Cara donwloadnya https://youtu.be/pEAt17eJMiM Cara instal https://youtu.be/ec457JRhiGI https://youtu.be/DPYuihv3rSg ketarangan mod ...,1,HIG
431,2017-04-28T14:08:27.000Z,WOorM7z-7Ck,GRAB Mod AutoMental,Buat nahan persentase penerimaan. order cukup dilihat saja. di detik terakhir otomatis mental.,1,HIG
432,2017-08-08T21:41:05.000Z,3R0TCN-tgIc,GRAB MOD 5 16 0,Like and subscribe dont forget ! Cp/wa 081294357411.,1,HIG
433,2017-11-06T08:26:46.000Z,bLlI8XLuma0,RfMod Grab 527,"RfMod Grab 527 ini sangat mantap nih bang,gacor banget.",1,HIG
434,2017-08-08T22:44:55.000Z,DvNKNJgfVsA,Grab Mod 5 17 0 2,Like and subscribe dont forget ! Cp/wa 081294357411.,1,HIG
435,2017-06-19T10:32:17.000Z,v8EDRrNM_9A,READY MOD GRAB 5.18,Anti PF Minat hubungi 089514944559 Aplikasi dikirim via telegram.,1,HIG
436,2017-11-19T14:41:27.000Z,y6vJxLeZgHk,Grab Gm Family,"Grab GM Famaly,slah satu mod grab andalan abang abang pejuang Ojek Online.silahkan di cek bang http://bit.ly/2zTxxp0.",1,HIG
437,2017-09-05T06:59:41.000Z,CZXmh4D2T4k,Bypass Syimlink Server (Grab Config),Official : https://forum.surabayablackhat.org/d/162-bypass-syimlink-server-grab-config Fanspage : https://facebook.com/jxc.id Facebook ...,1,HIG
438,2017-10-18T23:02:50.000Z,XCej7sFpqHg,DRIVER GRAB / GOJEK FULL ORDER ( NO TUYUL / NO ROOT / ORIGINAL APP ) Part 1,"cara agar aplikasi driver online menjadi gacor, dan melubernya orderan. https://www.youtube.com/channel/UCsKE-DjMPqw7hVoKVohvVfA.",1,HIG
439,2017-12-13T17:47:10.000Z,WQNmjfNURKQ,Fake GPS Driver Online Go-Jek/Grab(edit GPS advance),"Fake GPS driver online Support Android OS 6.0 - 7.1.2 NOUGAT Link di akhir video : ""Catat link,kemudian copy kan ke address bar browser dengan ...",1,HIG
440,2017-11-05T05:00:14.000Z,pmYohqInkn8,FAKE GPS PRO for Gojek Grab Uber Premium | EP ANDROID,"Download app bottom for donate please like comment n subscribe aplikasi fake location premium / fake gps aplikasi tuyul untuk gojek, uber, grab . untuk ...",1,HIG
441,2018-01-06T14:38:37.000Z,GOvgmKW74dQ,GRAB DRIVER DAN XPOSED,Link lagi on proses. Link mirror for download simple Cek this blog. Download http://brisktopia.com/BTh8 link { http://brisktopia.com/AXnt } link ...,1,HIG
442,2017-12-17T20:35:57.000Z,kRD3lIyoNGk,TUTOR PF Grab Driver 5.29.2,No Comment... Like&Suscribe! Thx.,1,HIG
443,2018-02-14T13:07:27.000Z,CN-l-LCDFBM,CARA-CARA DOWNLOAD APPS GRAB DRIVER,Link utk install aplikasi Grab Driver ANDROID https://play.google.com/store/apps/details?id=com.grabtaxi.driver2 iPhone iOS - http://partners.grab.com/ios/latest/,1,HIG
444,2018-03-28T09:20:20.000Z,dSbU8CbSCeY,Hack grabcar malaysia all location,Boleh pm number tel dibawah.,1,HIG
445,2018-03-30T14:28:22.000Z,9sHChhcXHbM,Mod GrabBike V5.35.4 Terbaru 30-Maret-2018. By Durex Team.,Chat Via Telegram User Name = @X3MHUMAN.,1,HIG
446,2018-03-07T00:11:00.000Z,Wt4p8kevAWg,SETING MAP GOJEK/GRAB/UBER,Cara seting map gojek/grab/uber agar tidak jalan muter2 and masuk ke tol.,1,HIG
447,2018-03-13T08:22:37.000Z,g7QOKS0OoHk,"How to make GPS not bad || for driver Go-Jek, grab, Uber","Kali ini gua akan bagi pengalaman dan biar GPS kalian tidak kemana"" Like, subscribe , and share video ini Semoga bermanfaat dan salam MOTOJEK STAY ...",1,HIG
448,2017-12-12T00:45:12.000Z,5gRFR7pGxTg,MOD ANTI GAGU GRABBIKE FREE,LINK MOD GRATIS DI BAWAH INI : https://drive.google.com/file/d/18FysncNkRsGRumXoS37hVzIA9fHX9kt0/view?usp=sharing.,1,HIG
449,2017-11-22T09:55:41.000Z,NFHi29HGxqI,Tuyul UBER/GOJEK/GRAB XSPOSED MODULE,"1. Hp sudah Terinstal XPOSED 2. Buka XPOSED dan lanjutkan ke Menu download, Cari (FAKE MY GPS) silakan Unduh terlebih dahulu Dan Install 3.",1,HIG
450,2017-11-12T12:40:49.000Z,SHtHp2LLVmk,Hack GrabCar Apk 2017 Work 1000%,Hack Grab Apk 2017 Di Jamin Gacorr Dan Tarif Tinggi. Links: Bagi Yang Minat SUBSCRIBE 1000 Link Di Bagikan. Salam Grab Car.,1,HIG
451,2017-09-11T00:12:27.000Z,6hQaX1q1sLs,how to use cheat grab singapore promo code,how to use cheat grab singapore promo code for detail click this url https://clickdomain.net/grab-promo-code-singapore-2018/,1,HIG
452,2017-08-06T09:14:22.000Z,Fos8ap5eriY,Grabmod 5.20.1,Tutorial grabcar mod.,1,HIG
453,2017-05-22T14:53:10.000Z,sAK_WmWPeDs,ANTI PERFORM GRABBIKE / GRABCAR,Anti perform grab Buat driver grabbike Minat Wasap 085772845426.,1,HIG
454,2017-04-09T09:26:59.000Z,w703lmmfRW8,Fake gps Tuyul grabbike gojek uber,Jasa oprek Unlock root twrp xposed Jgn tanya bisa performance gak turun Gak maen aplikasi mod jangan tanya bisa bikin 1000 akun penumpang gak ini ...,1,HIG
455,2018-04-17T10:08:28.000Z,_vyyC72YiHo,LTFRB: Grab can't change fares on their own,"During the first hearing on the alleged illegal fares charged by Grab, the Land Transportation Franchising and Regulatory Board points out that changes in fares ...",1,HIG
456,2017-09-20T19:51:30.000Z,IYuPP6xwTV8,Mod Grab 5.23,Jgn lupa like dan subscribe biar bisa lihat pemberitahuan uploadan dari saya mod terupdate Nih cocol gan ...,1,HIG
457, , ,RfMod Grab 527, ,1,HIG
